input_doi,matched_doi
10.48550/arxiv.1111.3281,10.1109/isspa.2012.6310473
10.48550/arxiv.1605.03696,10.1007/s10714-017-2249-0
10.48550/arxiv.2311.11554,10.1103/physreva.109.063313
10.48550/arxiv.1601.03539,
10.48550/arxiv.1311.1380,10.1051/0004-6361/201321723
10.48550/arxiv.1205.5020,10.1016/j.jnt.2015.01.012
10.48550/arxiv.hep-ph/0408152,10.1134/1.1830653
10.48550/arxiv.1409.1297,10.7868/s0044451014120189
10.48550/arxiv.1205.4518,10.1016/j.jfa.2014.02.030
10.48550/arxiv.hep-lat/0601028,10.1143/ptp.116.181
10.48550/arxiv.1608.05871,10.1103/physrevb.95.195303
10.48550/arxiv.1910.07732,10.1109/tac.2020.3030877
10.48550/arxiv.cond-mat/0608274,10.1063/1.2386950
10.48550/arxiv.2305.05019,10.1103/physrevresearch.6.023296
10.48550/arxiv.cond-mat/9510048,10.1103/physrevb.52.r15683
10.48550/arxiv.1007.0592,10.1088/1742-5468/2010/07/p07026
10.48550/arxiv.hep-th/9204070,10.1016/0370-2693(92)91918-y
10.48550/arxiv.hep-ph/9602271,10.1103/physrevd.54.2535
10.48550/arxiv.1610.07937,10.3367/ufne.2016.11.037977
10.48550/arxiv.2109.02426,10.1109/tip.2022.3230457
10.48550/arxiv.2008.10690,10.1364/oe.408565
10.48550/arxiv.nlin/0409063,10.1007/s11232-005-0123-9
10.48550/arxiv.1711.00595,10.1103/physrevb.97.155402
10.48550/arxiv.1505.02841,10.1016/j.aim.2015.11.023
10.48550/arxiv.astro-ph/0402625,10.1086/392523
10.48550/arxiv.astro-ph/0610256,10.1086/509719
10.48550/arxiv.0807.3162,10.1103/physrevlett.101.236402
10.48550/arxiv.1308.0548,10.1103/physrevlett.112.011101
10.48550/arxiv.1701.05177,10.1177/0049124118769113
10.48550/arxiv.1708.00890,10.1103/physrevd.97.043009
10.48550/arxiv.2407.12543,10.1145/3706598.3713406
10.48550/arxiv.2012.02375,10.1016/j.physletb.2021.136081
10.48550/arxiv.2009.08030,10.1016/j.ribaf.2021.101419
10.48550/arxiv.1802.10305,10.1038/s41550-018-0404-5
10.48550/arxiv.1111.3203,10.1016/j.amc.2005.06.004
10.48550/arxiv.0712.1702,10.1051/eas:0830024
10.48550/arxiv.1805.11231,10.1007/s10909-018-2069-y
10.48550/arxiv.hep-lat/0110096,10.1016/s0920-5632(01)01712-1
10.48550/arxiv.1505.00978,10.1007/jhep07(2015)171
10.48550/arxiv.2004.02431,10.1016/j.nima.2020.163828
10.48550/arxiv.1703.03085,10.1016/j.icarus.2017.03.008
10.48550/arxiv.1012.0799,
10.48550/arxiv.2301.00874,10.2139/ssrn.4332078
10.48550/arxiv.1109.4094,10.1007/s00440-012-0447-y
10.48550/arxiv.1306.2097,10.1007/s13160-013-0128-y
10.48550/arxiv.1305.1251,10.1103/physrevb.89.075111
10.48550/arxiv.1809.09560,10.1051/0004-6361/201833879
10.48550/arxiv.1703.03894,10.3847/1538-4357/aa662d
10.48550/arxiv.1405.0382,10.1007/jhep08(2014)164
10.48550/arxiv.1908.01733,10.1088/1361-6633/ab6a43
10.48550/arxiv.1503.08957,10.1103/physreve.91.063001
10.48550/arxiv.astro-ph/0604346,10.1103/physrevd.74.063506
10.48550/arxiv.hep-ph/0609069,10.1103/physrevd.74.073014
10.48550/arxiv.1203.6461,10.1103/physrevc.86.065502
10.48550/arxiv.0806.2535,10.1007/978-3-540-89105-5_16
10.48550/arxiv.q-bio/0703039,10.1103/physreve.75.066304
10.48550/arxiv.1402.6363,10.1088/1367-2630/17/3/033030
10.48550/arxiv.nucl-th/0503033,10.1140/epja/i2005-10009-3
10.48550/arxiv.2006.04234,10.1039/d0cp06045c
10.48550/arxiv.1708.09150,10.1103/physrevb.97.125410
10.48550/arxiv.2304.07611,10.1109/taslp.2023.3263789
10.48550/arxiv.2012.14805,10.1103/physrevc.104.034623
10.48550/arxiv.cond-mat/0309124,10.1103/physrevlett.92.077205
10.48550/arxiv.2001.09374,10.1063/5.0002521
10.48550/arxiv.cond-mat/9906315,10.1103/physrevb.61.4988
10.48550/arxiv.1408.0592,10.1103/physreva.90.034302
10.48550/arxiv.1904.08995,10.3390/universe5060140
10.48550/arxiv.1810.04666,10.1007/s00193-018-0874-5
10.48550/arxiv.1201.4045,10.1103/physrevd.85.101701
10.48550/arxiv.hep-ex/0206036,10.1142/9789812704894_0096
10.48550/arxiv.2104.04198,10.1364/oe.432881
10.48550/arxiv.2209.09073,10.1140/epjp/s13360-022-03629-z
10.48550/arxiv.1906.11100,10.1093/mnras/staa4006
10.48550/arxiv.2102.02812,10.1142/s0219887822501924
10.48550/arxiv.astro-ph/0502072,10.1051/0004-6361:20042121
10.48550/arxiv.hep-ph/9901253,10.1016/s0375-9474(00)00219-0
10.48550/arxiv.1304.3616,10.1142/s0217732313501423
10.48550/arxiv.0809.5132,10.1088/0004-637x/706/2/1484
10.48550/arxiv.2104.00026,10.1007/s00220-022-04408-8
10.48550/arxiv.0909.5678,10.1016/j.adt.2007.06.003
10.48550/arxiv.gr-qc/0402010,
10.48550/arxiv.1712.09975,10.1016/j.nuclphysb.2018.07.005
10.48550/arxiv.1601.07464,
10.48550/arxiv.1510.07981,10.1088/1367-2630/17/11/113048
10.48550/arxiv.astro-ph/0504309,10.1086/430821
10.48550/arxiv.astro-ph/0511808,10.1103/physrevd.74.043518
10.48550/arxiv.1406.0288,10.1007/s11263-014-0758-9
10.48550/arxiv.1301.0799,10.1016/j.carbon.2012.11.006
10.48550/arxiv.2101.11732,10.1093/mnras/stab338
10.48550/arxiv.nucl-th/0210049,10.1142/9789812795151_0120
10.48550/arxiv.0909.4012,
10.48550/arxiv.cond-mat/0202430,10.1103/physrevb.65.214502
10.48550/arxiv.1312.4266,10.1088/0953-4075/47/10/103001
10.48550/arxiv.1004.3261,10.1088/0004-637x/720/1/862
10.48550/arxiv.1301.3048,10.1088/1367-2630/15/4/045012
10.48550/arxiv.1004.2020,10.1371/journal.pcbi.1000948
10.48550/arxiv.1811.02324,10.3847/1538-4357/aaeb31
10.48550/arxiv.2310.14270,10.1109/lsp.2024.3418715
10.48550/arxiv.1204.6299,10.1088/1367-2630/14/8/085016
10.48550/arxiv.2012.15629,10.1140/epjc/s10052-021-09198-2
10.48550/arxiv.cond-mat/9812389,10.1103/physrevb.59.r12740
10.48550/arxiv.1908.04585,10.1088/1475-7516/2020/02/002
10.48550/arxiv.1910.05386,10.3847/1538-4357/ab4ce8
10.48550/arxiv.0803.4342,10.1017/s030500410900262x
10.48550/arxiv.hep-lat/0312040,10.1142/9789812702845_0038
10.48550/arxiv.astro-ph/0610562,10.1086/510350
10.48550/arxiv.1404.5893,10.1002/2013ja019432
10.48550/arxiv.astro-ph/0104064,10.1016/s0927-6505(01)00127-x
10.48550/arxiv.hep-th/9511078,10.1142/s0217751x96000377
10.48550/arxiv.1205.6513,10.1016/j.nuclphysb.2012.07.018
10.48550/arxiv.cond-mat/0404697,10.1002/qua.20365
10.48550/arxiv.1210.7975,10.1007/jhep01(2013)024
10.48550/arxiv.2210.08032,10.1103/physrevb.107.104203
10.48550/arxiv.2402.00508,10.1016/j.epsr.2024.110627
10.48550/arxiv.1907.12247,10.1142/s0217732320502612
10.48550/arxiv.2303.16973,10.3390/universe9040163
10.48550/arxiv.2012.10755,10.1063/5.0035093
